선명,입항횟수,입항횟수.1,외내,입출,총톤수,입항일시,출항일시,계선장소,차항지,전출항지,선박용도,number,예선,도선
한일5002,2021,1,내항,입항,155,2021-05-12 17:10,2021-05-13 16:15,염포부두 01,영일만항,영일만항,기타 예선,6,N,N
KTS RED,2021,12,내항,출항,"2,110",2021-05-12 17:45,2021-05-13 11:10,UTT부두,부산,대산,석유제품 운반선,11,Y,N
KTS RED,2021,12,내항,입항,"2,110",2021-05-12 17:45,2021-05-13 11:10,UTT부두,대산,대산,석유제품 운반선,11,Y,N
에이원,2021,21,내항,입항,431,2021-05-12 18:15,2021-05-12 22:45,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
에이원,2021,21,내항,출항,431,2021-05-12 18:15,2021-05-12 22:45,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
HAN GRACE,2021,2,외항,입항,"8,499",2021-05-12 20:20,2021-05-14 07:55,8부두 01,대산,대산,케미칼 운반선,22,Y,N
12삼부호,2021,41,내항,출항,299,2021-05-12 20:30,2021-05-13 04:45,SK2부두 01,포항신항,포항신항,석유제품 운반선,11,Y,N
207현대,2021,20,내항,출항,535,2021-05-12 20:40,2021-05-13 02:55,SK2부두 01,광양,부산,석유제품 운반선,11,Y,N
CRANE REGULUS,2021,16,외항,출항,"4,376",2021-05-12 22:35,2021-05-14 13:00,SK4부두,"NAGOYA, AICHI","NAGOYA, AICHI",케미칼 운반선,22,Y,N
ASL TRIBUTE,2021,2,외항,출항,"7,283",2021-05-13 00:54,2021-05-14 08:10,3부두 02,부산,TIANJIN,케미칼 운반선,22,N,N
ASL TRIBUTE,2021,2,외항,입항,"7,283",2021-05-13 00:54,2021-05-14 08:10,3부두 02,TIANJIN,TIANJIN,케미칼 운반선,22,N,N
금창골드호,2021,23,내항,입항,337,2021-05-13 03:30,2021-05-13 09:20,4부두 02,기타항,기타항,석유제품 운반선,11,Y,Y
금창골드호,2021,23,내항,출항,337,2021-05-13 03:30,2021-05-13 09:20,4부두 02,기타항,기타항,석유제품 운반선,11,Y,Y
CHUNG YANG,2021,4,내항,입항,"6,443",2021-05-13 03:50,2021-05-13 10:30,2부두 03,광양,동해,시멘트운반선,14,Y,N
CHUNG YANG,2021,4,내항,출항,"6,443",2021-05-13 03:50,2021-05-13 10:30,2부두 03,광양,동해,시멘트운반선,14,Y,N
7보광호,2021,19,내항,출항,323,2021-05-13 05:45,2021-05-13 13:20,SK2부두 02,여수,부산,석유제품 운반선,11,N,N
EIWA MARU 17,2021,4,외항,출항,847,2021-05-13 06:05,2021-05-14 20:15,4부두 01,OSAKA,부산,케미칼 운반선,22,N,N
EIWA MARU 17,2021,4,외항,입항,847,2021-05-13 06:05,2021-05-14 20:15,6부두 03,ZHENJIANG PT,부산,케미칼 운반선,22,Y,Y
천진호,2021,40,내항,출항,753,2021-05-13 07:00,2021-05-13 14:40,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
BOW DALIAN,2021,6,외항,출항,"6,583",2021-05-13 08:12,2021-05-15 01:55,SK5부두,여수,울산,석유제품 운반선,11,N,N
KAKUSHO 3,2021,1,외항,출항,"3,604",2021-05-13 08:30,2021-05-23 08:25,SK1부두 11,MIZUSHIMA,MIZUSHIMA,석유제품 운반선,11,N,N
CRANE ARGO,2021,2,외항,출항,"7,248",2021-05-13 09:40,2021-05-18 19:10,SK3부두,TAIPEI,KUSHIRO,케미칼 운반선,22,N,N
UNION GAS,2021,25,내항,입항,999,2021-05-13 10:50,2021-05-13 16:52,가스부두,제주,제주,LPG 운반선,2,N,N
UNION GAS,2021,25,내항,출항,999,2021-05-13 10:50,2021-05-13 16:52,가스부두,제주,제주,LPG 운반선,2,Y,Y
GOLDEN CREATION,2021,1,외항,출항,"9,430",2021-05-13 10:50,2021-05-17 19:55,SK3부두,"PASIR GUDANG, JOHOR",TAIXING,케미칼 운반선,22,Y,Y
동방1호,2021,41,내항,출항,388,2021-05-13 11:00,2021-05-13 16:10,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
동방1호,2021,41,내항,입항,388,2021-05-13 11:00,2021-05-13 16:10,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
PAZIFIK,2021,3,외항,출항,"35,853",2021-05-13 11:30,2021-05-15 00:10,2부두 02,LUWUK,TAICHUNG,LPG 운반선,2,Y,Y
PAZIFIK,2021,3,외항,입항,"35,853",2021-05-13 11:30,2021-05-15 00:10,2부두 02,SINGAPORE,TAICHUNG,LPG 운반선,2,Y,Y
부양에이스,2021,18,내항,출항,415,2021-05-13 12:00,2021-05-13 19:45,SK2부두 02,기타항,묵호,석유제품 운반선,11,Y,Y
13거영호,2021,13,내항,출항,450,2021-05-13 12:00,2021-05-13 17:05,SK2부두 01,여수,기타항,급유선,5,Y,Y
13거영호,2021,13,내항,입항,450,2021-05-13 12:00,2021-05-13 17:05,SK2부두 01,여수,기타항,급유선,5,Y,Y
27 KUM JIN,2021,2,내항,출항,"1,855",2021-05-13 12:15,2021-05-14 00:10,3부두 01,포항,인천,일반화물선,19,Y,Y
27 KUM JIN,2021,2,내항,입항,"1,855",2021-05-13 12:15,2021-05-14 00:10,3부두 01,포항,인천,일반화물선,19,N,N
IMPERIAL,2021,2,외항,출항,"28,231",2021-05-13 12:40,2021-05-15 23:20,SK8부두,ZHOUSHAN PT,"SENDAI, MIYAGI",석유제품 운반선,11,N,N
DA HUA,2021,1,외항,출항,"14,021",2021-05-13 13:05,2021-05-14 22:00,7부두 01,SINGAPORE,SHANGHAI,일반화물선,19,Y,Y
DA HUA,2021,1,외항,입항,"14,021",2021-05-13 13:05,2021-05-14 22:00,7부두 01,SHANGHAI,SHANGHAI,일반화물선,19,Y,Y
한빛,2021,2,내항,입항,575,2021-05-13 14:00,2021-05-14 08:00,일반부두 06,기타항,기타항,관공선,4,N,N
한빛,2021,2,내항,출항,575,2021-05-13 14:00,2021-05-14 08:00,일반부두 06,기타항,기타항,관공선,4,N,N
GINGA LION,2021,2,외항,출항,"16,232",2021-05-13 15:50,2021-05-19 14:35,SK3부두,SINGAPORE,DONGGUAN PT,석유제품 운반선,11,Y,N
건설3호,2021,16,내항,출항,"5,819",2021-05-13 16:50,2021-05-16 11:00,SK5부두,인천,인천,석유제품 운반선,11,Y,N
건설3호,2021,16,내항,입항,"5,819",2021-05-13 16:50,2021-05-16 11:00,SK5부두,인천,인천,석유제품 운반선,11,Y,Y
C. CHAMPION,2021,3,외항,출항,"160,247",2021-05-13 17:24,2021-05-22 08:45,SK부이 03,SINGAPORE,여수,원유운반선,18,Y,Y
C. CHAMPION,2021,3,외항,입항,"160,247",2021-05-13 17:24,2021-05-22 08:45,SK부이 03,AL FUJAYRAH,여수,원유운반선,18,Y,N
TORM LOKE,2021,1,외항,입항,"29,683",2021-05-13 18:06,2021-05-15 03:24,SK7부두,SINGAPORE,CHIBA,석유제품 운반선,11,Y,N
5한유호,2021,4,내항,출항,430,2021-05-13 18:20,2021-05-15 03:45,SK2부두 01,포항신항,영일만항,석유제품 운반선,11,N,N
STOLT TRANSPORTER,2021,13,외항,입항,"2,676",2021-05-13 18:20,2021-05-14 17:40,UTT부두,CAOJING,NANJING,석유제품 운반선,11,N,N
SUN GAS,2021,11,외항,입항,"3,185",2021-05-13 18:42,2021-05-14 08:18,4부두 01,OCEAN DISTRICT,부산,LPG 운반선,2,Y,Y
SUN GAS,2021,11,내항,출항,"3,185",2021-05-13 18:42,2021-05-14 08:18,4부두 01,여수,부산,LPG 운반선,2,Y,Y
송양1호,2021,48,내항,출항,"1,200",2021-05-13 20:55,2021-05-15 04:50,SK2부두 02,마산,부산,석유제품 운반선,11,Y,Y
유성,2021,54,내항,출항,"1,998",2021-05-13 22:15,2021-05-14 21:25,SK2부두 01,동해,마산,석유제품 운반선,11,Y,Y
스카이케미,2021,35,내항,출항,"1,772",2021-05-13 23:30,2021-05-14 15:13,SK1부두 12,여천항,여천항,석유제품 운반선,11,Y,Y
스카이케미,2021,35,내항,입항,"1,772",2021-05-13 23:30,2021-05-14 15:13,SK1부두 12,여천항,여천항,석유제품 운반선,11,Y,Y
ACE SAMBU,2021,24,내항,출항,"1,297",2021-05-14 01:50,2021-05-14 15:30,3부두 02,여수,TIANJIN,케미칼 운반선,22,Y,Y
우성,2021,50,내항,출항,"1,998",2021-05-14 03:10,2021-05-15 16:15,SK2부두 01,부산,여수,석유제품 운반선,11,,
한동20호,2021,44,내항,출항,"1,502",2021-05-14 04:40,2021-05-16 22:00,SK2부두 01,제주,진해,석유제품 운반선,11,N,N
POHANG PIONEER,2021,6,외항,출항,"5,422",2021-05-14 06:40,2021-05-15 16:30,가스부두,TIANJIN,울산,석유제품 운반선,11,N,N
DONG-A METIS,2021,5,외항,입항,"60,396",2021-05-14 07:18,2021-05-15 18:05,자동차부두 01,BRISBANE,마산,자동차운반선,20,N,N
DONG-A METIS,2021,5,외항,출항,"60,396",2021-05-14 07:18,2021-05-15 18:05,자동차부두 01,BRISBANE,마산,자동차운반선,20,N,N
ALL RICH,2021,1,외항,입항,"6,448",2021-05-14 07:33,2021-05-18 18:15,3부두 01,SINGAPORE,인천,일반화물선,19,Y,Y
ALL RICH,2021,1,외항,출항,"6,448",2021-05-14 07:33,2021-05-18 18:15,3부두 01,부산,인천,일반화물선,19,Y,Y
KUSHIRO,2021,2,외항,출항,"1,986",2021-05-14 08:00,2021-05-21 17:30,1부두 01,PLASTUN,부산,일반화물선,19,N,N
G. WISDOM,2021,14,내항,입항,788,2021-05-14 08:10,2021-05-17 22:20,가스부두,제주,제주,LPG 운반선,2,N,N
BOW SIRIUS,2021,1,외항,출항,"29,965",2021-05-14 08:15,2021-05-19 13:30,5부두 01,KOBE,MANILA,케미칼 운반선,22,Y,N
BOW SIRIUS,2021,1,외항,입항,"29,965",2021-05-14 08:15,2021-05-19 13:30,SK3부두,KOBE,MANILA,케미칼 운반선,22,Y,N
해양호,2021,10,내항,입항,"1,130",2021-05-14 08:30,2021-05-22 14:30,남화부두,기타항,기타항,폐기물 운반선,24,Y,Y
해양호,2021,10,내항,출항,"1,130",2021-05-14 08:30,2021-05-22 14:30,남화부두,기타항,기타항,폐기물 운반선,24,Y,Y
NCC NAJEM,2021,1,외항,입항,"29,168",2021-05-14 08:35,2021-05-18 06:20,UTT부두,여수,CHANGZHOU PT,케미칼 운반선,22,N,N
SUNRISE SAMBU,2021,12,외항,출항,"2,403",2021-05-14 09:15,2021-05-15 00:35,4부두 02,TOKUYAMA,UBE,케미칼 운반선,22,N,N
SUNRISE SAMBU,2021,12,외항,입항,"2,403",2021-05-14 09:15,2021-05-15 00:35,4부두 02,TOKUYAMA,UBE,케미칼 운반선,22,N,N
한유비전,2021,25,내항,출항,999,2021-05-14 12:05,2021-05-14 20:30,SK5부두,광양,여수,석유제품 운반선,11,N,N
CRANE OCEANO,2021,17,외항,출항,"4,164",2021-05-14 12:20,2021-05-15 09:55,SK4부두,MIZUSHIMA,IWAKUNI,케미칼 운반선,22,N,N
WOO HYUK,2021,11,외항,출항,"5,025",2021-05-14 16:20,2021-05-15 13:05,UTT부두,KIKUMA,KIKUMA,석유제품 운반선,11,N,N
LOS ANGELES SPIRIT,2021,1,외항,입항,"81,339",2021-05-14 17:12,2021-05-18 12:29,SK부이 02,SINGAPORE,CRISTOBAL,원유운반선,18,Y,N
TITANIA,2021,1,외항,입항,"74,255",2021-05-14 17:24,2021-05-15 11:05,자동차부두 02,KOBE,목포,자동차운반선,20,Y,N
TITANIA,2021,1,외항,출항,"74,255",2021-05-14 17:24,2021-05-15 11:05,자동차부두 02,마산,목포,자동차운반선,20,N,N
WINNER,2021,1,외항,출항,"11,254",2021-05-14 17:30,2021-05-16 10:30,6부두 05,TARJUN,TAIXING,석유제품 운반선,11,N,N
대경에이스,2021,38,내항,출항,751,2021-05-14 18:15,2021-05-16 02:05,6부두 05,부산,부산,기타 유조선,7,N,N
STOLT RENGE,2021,2,외항,입항,"7,488",2021-05-14 18:55,2021-05-16 16:00,6부두 03,PORT KEMBLA,CHANGSHU,석유제품 운반선,11,N,N
KASHIMA MARU NO.8,2021,7,외항,출항,"1,357",2021-05-14 19:05,2021-05-15 02:35,3부두 02,TOKUYAMA,IWAKUNI,LPG 운반선,2,N,N
KASHIMA MARU NO.8,2021,7,외항,입항,"1,357",2021-05-14 19:05,2021-05-15 02:35,3부두 02,TOKUYAMA,IWAKUNI,LPG 운반선,2,N,N
STO VIOLET,2021,16,외항,출항,497,2021-05-14 19:50,2021-05-16 15:15,일반부두 06,SAKAIDE,SAKAIDE,케미칼 운반선,22,Y,N
GOLDEN GLORY,2021,10,외항,입항,"4,040",2021-05-14 20:30,2021-05-15 18:30,SK1부두 12,ZHENJIANG PT,ZHENJIANG PT,케미칼 운반선,22,Y,N
스카이미르,2021,11,내항,출항,"1,565",2021-05-14 21:20,2021-05-16 09:35,SK1부두 12,여천항,부산,케미칼 운반선,22,Y,Y
NO.2 GREEN PIONEER,2021,8,내항,입항,"2,193",2021-05-14 23:25,2021-05-15 12:55,4부두 01,KAWASAKI,여수,케미칼 운반선,22,Y,Y
NO.2 GREEN PIONEER,2021,8,외항,출항,"2,193",2021-05-14 23:25,2021-05-15 12:55,4부두 01,KAWASAKI,여수,케미칼 운반선,22,N,N
JUN FENG,2021,3,외항,출항,"1,881",2021-05-15 01:35,2021-05-21 18:25,일반부두 07,FUSHIKI,진해,일반화물선,19,N,N
12청경호,2021,22,내항,출항,320,2021-05-15 05:10,2021-05-15 10:45,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
유진호,2021,4,내항,출항,268,2021-05-15 06:25,2021-05-15 13:00,SK2부두 02,부산,부산,석유제품 운반선,11,N,N
WOO LIM,2021,7,외항,출항,"7,206",2021-05-15 07:05,2021-05-16 20:15,UTT부두,여수,부산,케미칼 운반선,22,N,N
MORNING CATHERINE,2021,2,외항,출항,"61,002",2021-05-15 07:18,2021-05-16 21:05,6부두 02,목포,SINGAPORE,자동차운반선,20,N,N
MORNING CATHERINE,2021,2,외항,입항,"61,002",2021-05-15 07:18,2021-05-16 21:05,자동차부두 03,마산,SINGAPORE,자동차운반선,20,Y,Y
DL EMERALD,2021,4,외항,출항,"4,067",2021-05-15 07:35,2021-05-16 02:00,8부두 01,DALIAN,DALIAN,케미칼 운반선,22,Y,Y
태진,2021,34,내항,출항,743,2021-05-15 08:50,2021-05-19 16:35,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
ANGEL BLUE,2021,27,외항,출항,"1,637",2021-05-15 09:45,2021-05-16 01:25,SK1부두 11,SODEGAURA,MIHARA,석유제품 운반선,11,Y,Y
C. INFINITY,2021,2,외항,입항,"162,044",2021-05-15 10:06,2021-05-19 17:24,SK부이 03,AL FUJAYRAH,MINA AL AHMADI,원유운반선,18,N,N
C. INFINITY,2021,2,외항,출항,"162,044",2021-05-15 10:06,2021-05-19 17:24,SK부이 02,SINGAPORE,MINA AL AHMADI,원유운반선,18,N,N
금창호,2021,32,내항,출항,999,2021-05-15 10:30,2021-05-15 16:40,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
금창호,2021,32,내항,입항,999,2021-05-15 10:30,2021-05-15 16:40,SK2부두 01,부산,부산,석유제품 운반선,11,N,N
동방1호,2021,42,내항,출항,388,2021-05-15 12:30,2021-05-15 21:20,8부두 02,부산,부산,석유제품 운반선,11,N,N
천진호,2021,41,내항,출항,753,2021-05-15 13:18,2021-05-28 20:50,SK2부두 02,부산,마산,석유제품 운반선,11,N,N
CRANE URANUS,2021,3,외항,출항,"7,910",2021-05-15 13:35,2021-05-21 17:05,SK3부두,NINGBO,JIANGYIN PT,케미칼 운반선,22,Y,Y
FRONT PANTHER,2021,2,외항,입항,"65,714",2021-05-15 13:35,2021-05-16 20:00,SK7부두,SINGAPORE,DALIAN,원유운반선,18,Y,Y
FRONT PANTHER,2021,2,외항,출항,"65,714",2021-05-15 13:35,2021-05-16 20:00,SK7부두,SINGAPORE,DALIAN,원유운반선,18,N,N
GAS QUANTUM,2021,2,외항,입항,"22,814",2021-05-15 14:12,2021-05-15 19:15,5부두 01,여수,부산,LPG 운반선,2,N,N
GAS QUANTUM,2021,2,외항,출항,"22,814",2021-05-15 14:12,2021-05-15 19:15,5부두 01,여수,부산,LPG 운반선,2,Y,N
SN QUEEN,2021,1,외항,출항,"7,816",2021-05-15 14:18,2021-05-18 22:35,염포부두 02,광양,KAOHSIUNG,일반화물선,19,Y,N
SN QUEEN,2021,1,외항,입항,"7,816",2021-05-15 14:18,2021-05-18 22:35,염포부두 02,SINGAPORE,KAOHSIUNG,일반화물선,19,Y,N
TORM LOKE,2021,2,외항,출항,"29,683",2021-05-15 14:18,2021-05-19 05:00,SK7부두,SINGAPORE,울산,석유제품 운반선,11,Y,N
YOUNGSAN GAS,2021,21,외항,출항,999,2021-05-15 16:10,2021-05-15 22:00,가스부두,NIIHAMA,NIIHAMA,케미칼가스 운반선,23,Y,Y
BONANZA,2021,1,외항,출항,"40,160",2021-05-15 20:30,2021-05-25 02:15,2부두 01,ABBOT POINT,군산,산물선(벌크선),10,Y,Y
송양1호,2021,49,내항,출항,"1,200",2021-05-16 00:50,2021-05-18 01:55,SK2부두 01,마산,마산,석유제품 운반선,11,Y,Y
32대영호,2021,17,내항,출항,200,2021-05-16 06:20,2021-05-19 10:55,5부두 01,부산,부산,급유선,5,Y,Y
유성,2021,55,내항,출항,"1,998",2021-05-16 07:35,2021-05-16 14:05,SK2부두 01,마산,동해,석유제품 운반선,11,N,N
유성,2021,55,내항,입항,"1,998",2021-05-16 07:35,2021-05-16 14:05,SK2부두 01,마산,동해,석유제품 운반선,11,N,N
JOY CHEMIST,2021,11,외항,입항,"5,376",2021-05-16 09:45,2021-05-18 09:55,9부두 01,TAICANG,TAICANG,케미칼 운반선,22,N,N
JOY CHEMIST,2021,11,외항,출항,"5,376",2021-05-16 09:45,2021-05-18 09:55,가스부두,TAICANG,TAICANG,케미칼 운반선,22,N,N
SUN EDELWEISS,2021,14,외항,입항,"3,595",2021-05-16 09:45,2021-05-17 21:20,6부두 03,OSAKA,YOKOHAMA,케미칼 운반선,22,N,N
우성,2021,51,내항,출항,"1,998",2021-05-16 11:10,2021-05-17 15:30,SK2부두 01,동해,부산,석유제품 운반선,11,N,N
3동명호,2021,26,내항,입항,454,2021-05-16 12:10,2021-05-16 16:15,SK2부두 02,광양,부산,석유제품 운반선,11,Y,Y
3동명호,2021,26,내항,출항,454,2021-05-16 12:10,2021-05-16 16:15,SK2부두 02,광양,부산,석유제품 운반선,11,Y,Y
기상1호,2021,1,내항,출항,498,2021-05-16 12:50,2021-05-17 07:50,일반부두 08,기타항,기타항,관공선,4,N,N
기상1호,2021,1,내항,입항,498,2021-05-16 12:50,2021-05-17 07:50,일반부두 08,기타항,기타항,관공선,4,N,N
WOOLIM 3,2021,16,내항,입항,"8,072",2021-05-16 14:30,2021-05-24 22:50,4부두 02,대산,대산,석유제품 운반선,11,N,N
ACE SAMBU,2021,25,외항,입항,"1,297",2021-05-16 14:40,2021-05-17 02:00,2부두 03,AN PING,여수,케미칼 운반선,22,N,N
한유비전,2021,26,내항,출항,999,2021-05-16 15:00,2021-05-17 01:05,SK5부두,부산,광양,석유제품 운반선,11,Y,Y
MS GAS,2021,16,내항,입항,998,2021-05-16 15:45,2021-05-24 23:25,4부두 01,대산,대산,LPG 운반선,2,Y,Y
ORIENT SUNSHINE,2021,1,외항,출항,"1,938",2021-05-16 18:45,2021-05-22 00:25,3부두 01,TOYAMA,DALIAN,일반화물선,19,Y,Y
BOW FULING,2021,4,외항,출항,"6,583",2021-05-16 20:54,2021-05-19 16:45,6부두 03,울산,SHANGHAI,석유제품 운반선,11,Y,Y
NEW STAR,2021,8,외항,입항,"8,455",2021-05-17 05:35,2021-05-19 02:50,7부두 01,LIANYUNGANG,ZHANGJIAGANG,케미칼 운반선,22,N,Y
ROYAL SAMBU,2021,15,외항,출항,"2,438",2021-05-17 06:05,2021-05-18 02:30,2부두 03,UBE,TOKUYAMA,석유제품 운반선,11,N,Y
유진호,2021,5,내항,출항,268,2021-05-17 06:40,2021-05-17 13:40,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
디엘 루비,2021,12,내항,출항,"6,716",2021-05-17 08:05,2021-05-17 22:00,SK5부두,부산,인천,석유제품 운반선,11,Y,Y
디엘 루비,2021,12,내항,입항,"6,716",2021-05-17 08:05,2021-05-17 22:00,SK5부두,부산,인천,석유제품 운반선,11,N,N
신창 5호,2021,2,내항,출항,"2,339",2021-05-17 10:30,2021-05-17 18:10,9부두 01,기타항,기타항,모래운반선,9,N,N
신창 5호,2021,2,내항,입항,"2,339",2021-05-17 10:30,2021-05-17 18:10,9부두 01,기타항,기타항,모래운반선,9,Y,Y
GLORY HANA,2021,5,외항,입항,"1,930",2021-05-17 10:30,2021-05-17 22:55,6부두 03,KOBE,ZHANGJIAGANG,석유제품 운반선,11,Y,Y
SUN GAS,2021,12,내항,출항,"3,185",2021-05-17 12:24,2021-05-19 07:54,3부두 02,여수,여수,LPG 운반선,2,N,N
SUN GAS,2021,12,내항,입항,"3,185",2021-05-17 12:24,2021-05-19 07:54,3부두 02,여수,여수,LPG 운반선,2,N,N
건양호,2021,40,내항,출항,532,2021-05-17 12:45,2021-05-17 20:05,SK2부두 02,부산,부산,석유제품 운반선,11,Y,Y
103동성호,2021,36,내항,입항,498,2021-05-17 13:40,2021-05-17 18:10,SK2부두 01,여수,부산,석유제품 운반선,11,Y,Y
103동성호,2021,36,내항,출항,498,2021-05-17 13:40,2021-05-17 18:10,SK2부두 01,여수,부산,석유제품 운반선,11,N,N
NOCTURNE,2021,1,외항,출항,"22,988",2021-05-17 14:40,2021-05-21 00:55,5부두 01,여수,BALBOA,석유제품 운반선,11,N,N
창성호,2021,43,내항,출항,563,2021-05-17 14:45,2021-05-19 15:30,2부두 02,부산,부산,석유제품 운반선,11,Y,N
GLOBAL PIONEER,2021,3,외항,출항,"11,987",2021-05-17 16:00,2021-05-19 12:35,4부두 02,SINGAPORE,MAI-LIAO,석유제품 운반선,11,Y,N
GLOBAL PIONEER,2021,3,외항,입항,"11,987",2021-05-17 16:00,2021-05-19 12:35,UTT부두,SINGAPORE,MAI-LIAO,석유제품 운반선,11,N,N
MORNING CELINE,2021,1,외항,입항,"60,931",2021-05-17 16:24,2021-05-19 11:10,자동차부두 01,LARNACA,마산,자동차운반선,20,N,N
MORNING CELINE,2021,1,외항,출항,"60,931",2021-05-17 16:24,2021-05-19 11:10,자동차부두 01,LARNACA,마산,자동차운반선,20,Y,N
DON JUAN,2021,3,외항,출항,"55,598",2021-05-17 16:24,2021-05-17 22:00,6부두 02,마산,목포,자동차운반선,20,Y,N
DON JUAN,2021,3,외항,입항,"55,598",2021-05-17 16:24,2021-05-17 22:00,6부두 02,마산,목포,자동차운반선,20,Y,Y
NORDSUN,2021,1,외항,입항,"34,584",2021-05-17 17:00,2021-05-21 17:15,6부두 04,KAOHSIUNG,KAOHSIUNG,산물선(벌크선),10,Y,Y
NORDSUN,2021,1,외항,출항,"34,584",2021-05-17 17:00,2021-05-21 17:15,6부두 04,부산,KAOHSIUNG,산물선(벌크선),10,Y,N
삼성호,2021,11,내항,입항,223,2021-05-17 17:05,2021-05-17 21:10,SK2부두 01,부산,부산,급유선,5,Y,N
삼성호,2021,11,내항,출항,223,2021-05-17 17:05,2021-05-17 21:10,SK2부두 01,부산,부산,급유선,5,Y,Y
THORCO LINEAGE,2021,1,외항,출항,"13,110",2021-05-17 17:06,2021-05-21 11:15,8부두 01,TAICANG,HAIPHONG,일반화물선,19,Y,Y
THORCO LINEAGE,2021,1,외항,입항,"13,110",2021-05-17 17:06,2021-05-21 11:15,8부두 01,"PANAMA, CIUDAD DE",HAIPHONG,일반화물선,19,Y,Y
GRAND RACE,2021,1,외항,출항,"50,309",2021-05-17 17:54,2021-05-18 17:10,6부두 02,"PORTLAND, OR",목포,자동차운반선,20,Y,Y
GRAND RACE,2021,1,외항,입항,"50,309",2021-05-17 17:54,2021-05-18 17:10,자동차부두 02,"PORTLAND, OR",목포,자동차운반선,20,N,N
TORM SPLENDID,2021,3,외항,출항,"28,877",2021-05-17 18:00,2021-05-22 01:55,SK7부두,ECUADOR /OTHER-PORT/,DALIAN,석유제품 운반선,11,N,N
RONALD N,2021,2,외항,입항,"42,897",2021-05-17 18:06,2021-05-19 19:48,SK6부두,CRISTOBAL,CRISTOBAL,LPG 운반선,2,Y,Y
OPEC UNIVERSE,2021,1,외항,출항,"18,360",2021-05-17 18:55,2021-05-19 02:00,2부두 02,"HO CHI MINH, VICT",MIZUSHIMA,LPG 운반선,2,Y,Y
OPEC UNIVERSE,2021,1,외항,입항,"18,360",2021-05-17 18:55,2021-05-19 02:00,2부두 02,VUNG TAU,MIZUSHIMA,LPG 운반선,2,Y,Y
7보광호,2021,20,내항,출항,323,2021-05-17 19:05,2021-05-18 00:55,SK2부두 02,여수,부산,석유제품 운반선,11,Y,Y
SHINING ROAD,2021,2,외항,입항,"3,319",2021-05-17 19:20,2021-05-18 09:05,가스부두,대산,여수,LPG 운반선,2,N,N
SHINING ROAD,2021,2,내항,출항,"3,319",2021-05-17 19:20,2021-05-18 09:05,가스부두,대산,여수,LPG 운반선,2,N,N
3동주,2021,62,내항,출항,700,2021-05-17 20:00,2021-05-18 09:00,SK2부두 01,부산,부산,석유제품 운반선,11,Y,Y
스카이스타,2021,22,내항,입항,549,2021-05-17 20:25,2021-05-18 19:05,8부두 01,부산,부산,케미칼 운반선,22,Y,Y
SAEHAN SELINA,2021,4,외항,출항,"3,428",2021-05-17 21:30,2021-05-18 20:06,가스부두,LIANYUNGANG,부산,LPG 운반선,2,N,N
